"review_id","session_id","session_title","rating","review_text","review_date","reviewer","source_url"
"6922df480952122c9dd49989ed50d1b7","why-am-I-sad",,5,"I did a journey on sadness about a guy who keeps writing to me, but he doesn’t really want anything serious. I’ve been allowing it, without clearly asking, “Hey, why are you still writing to me? What do you actually want?”
I liked that the journey helped me see this hurts because I really value clarity - and when things are blurry, it’s painful. It made it easier for me to go and ask him directly.     (5)Viorica V.6 months ago","2025-05-10",,"https://selftalk.space/journey/why-am-I-sad"
"d9aca62ead2dd7b3bddb36da18a297ec","why-am-I-sad",,5,"Sadness isn’t an enemy, it can be a friend. I completed ""Releasing the Sadness"" and it changed my perspective. I learned to see sadness with gentle eyes, without fear and to accept it as a normal part of life. Highly recommend this course.      (5)Ana Maria G.8 months ago","2025-03-10",,"https://selftalk.space/journey/why-am-I-sad"
"9f43a46698c102777efbdc2b378a5dfb","why-am-I-sad",,5,"I loved this journey. It was insightful and simple to work through. Thank you self talk!     (5)Elena A.9 months ago","2025-02-10",,"https://selftalk.space/journey/why-am-I-sad"
"a0368d7f4cafa32a91064b7aee6e5cbc","why-am-I-sad",,5,"Very useful session.     (5)Marcela P.9 months ago","2025-02-10",,"https://selftalk.space/journey/why-am-I-sad"
"68e41e3727ac4508e2827bb8fff222b0","why-am-I-sad",,5,"It’s okay to feel sad. Sadness is a natural part of who I am, and it doesn’t define my worth or strength. Instead of resisting it, I’ve learned that true power comes from acceptance. Acknowledging my sadness allows me to understand it, sit with it, and even find meaning within it. It’s not about suppressing emotions but embracing them as part of my human experience. When I choose to “play” with my sadness, I give myself permission to explore it with curiosity rather than fear. This mindset transforms sadness from a burden into a teacher, helping me grow, reflect, and ultimately become more resilient.     (5)Mîrzac N.9 months ago","2025-02-10",,"https://selftalk.space/journey/why-am-I-sad"
"14dc07b490c9894033641deef5371a8b","why-am-I-sad",,5,"Great one!     (5)Adrian P.10 months ago","2025-01-10",,"https://selftalk.space/journey/why-am-I-sad"
"e3e72649abc810fe565a452b4a21777e","why-am-I-sad",,5,"It's normal to be sad, it's important to notice your feelings, take time to release to he sadness through the you you feel you can do it.     (5)Maria J.a year ago","2024-11-10",,"https://selftalk.space/journey/why-am-I-sad"
"d9bcf1d707d1c48484e622e4439a3767","why-am-I-sad",,5,"I fully accepted my sadness, I could feel it, and then think clearly about it and also in the end I could release it in my body. I allowed myself to cry, and also to give myself a warm hug in the end. What a nice journey indeed.     (5)Ruxandra S.a year ago","2024-11-10",,"https://selftalk.space/journey/why-am-I-sad"
"9a9b2f111ceea21eea11e02d19331fad","feeling-close-to-burnout-somatic-coach-nicola-ruhnau",,5,"Would love to become better at DJ-ing with my emotions 🫶     (5)Tina A.8 months ago","2025-03-10",,"https://selftalk.space/journey/feeling-close-to-burnout-somatic-coach-nicola-ruhnau"
"86f96ce08dae4276b3fd38fd5de2ef55","feeling-close-to-burnout-somatic-coach-nicola-ruhnau",,4,"Learned to have more glimmers.     (4)Ana Maria G.8 months ago","2025-03-10",,"https://selftalk.space/journey/feeling-close-to-burnout-somatic-coach-nicola-ruhnau"
"77bc9a0461dd6d9cd0bf485717e85fec","feeling-close-to-burnout-somatic-coach-nicola-ruhnau",,5,"Glimmers help ease the burdens of an impending burnout. Also, Nicola is my fave!     (5)Andre B.8 months ago","2025-03-10",,"https://selftalk.space/journey/feeling-close-to-burnout-somatic-coach-nicola-ruhnau"
"6c9b40792449be56ead677ec7d05eade","feeling-close-to-burnout-somatic-coach-nicola-ruhnau",,5,"Making glimmers a daily thing and learning to switch states like a DJ.     (5)Florin M.9 months ago","2025-02-10",,"https://selftalk.space/journey/feeling-close-to-burnout-somatic-coach-nicola-ruhnau"
"a929fdc35cb6fb9bb7dd672ffcefa680","feeling-close-to-burnout-somatic-coach-nicola-ruhnau",,5,"I am very excited to add more glimmers in my day - intentionally do tiny habits as glimmers!     (5)Elena O.9 months ago","2025-02-10",,"https://selftalk.space/journey/feeling-close-to-burnout-somatic-coach-nicola-ruhnau"
"db3f3fc732b399c220535fe7606195b8","feeling-close-to-burnout-somatic-coach-nicola-ruhnau",,5,"For a highly independent human like me, this self therapy journey means a lot. It gives me comfort to do things by myself, such as understanding why I feel burnout, and still guides me so I am sure I’m doing the right stuff. Finally, got to find out the idea - that one cm is enough to get me to the 1st meter and then km. I’m ok. And that’s the deal. 

Thank you Selftalk     (5)Argentina B.9 months ago","2025-02-10",,"https://selftalk.space/journey/feeling-close-to-burnout-somatic-coach-nicola-ruhnau"
"a55774be01c4fcb7124c75aca7365862","feeling-close-to-burnout-somatic-coach-nicola-ruhnau",,5,"Thank you for this conscious journey when I have time for understanding myself.     (5)Maria J.10 months ago","2025-01-10",,"https://selftalk.space/journey/feeling-close-to-burnout-somatic-coach-nicola-ruhnau"
"3200c83e664ea0afc90c1606aa9fbefd","feeling-close-to-burnout-somatic-coach-nicola-ruhnau",,5,"This session helped reflect on my bad habits that bring me short term happiness and understand what are the small things I should do in order to feel better and improve my well-being, activities I should focus on, like my health and state of mind and won't bring more harm longterm.     (5)Milena O.10 months ago","2025-01-10",,"https://selftalk.space/journey/feeling-close-to-burnout-somatic-coach-nicola-ruhnau"
"c12c4533565d52b4be121249b832ca21","feeling-close-to-burnout-somatic-coach-nicola-ruhnau",,5,"Being the DJ of emotions. That's a hard exercise but I think it could work.     (5)Lai A.10 months ago","2025-01-10",,"https://selftalk.space/journey/feeling-close-to-burnout-somatic-coach-nicola-ruhnau"
"a17fa511e0ae453e627eb908e2722df2","feeling-close-to-burnout-somatic-coach-nicola-ruhnau",,5,"I found it useful.

It is a clear friendly helpful course.     (5)Tim P.a year ago","2024-11-10",,"https://selftalk.space/journey/feeling-close-to-burnout-somatic-coach-nicola-ruhnau"
"4c6db39e35c35251d99d4bbc97a72590","feeling-close-to-burnout-somatic-coach-nicola-ruhnau",,5,"The main takeaway from this journey is how powerful self-awareness can be. This experience has taught me the importance of truly listening to my body and emotions, recognizing the stressors that pull me down, and discovering the glimmers that lift me up. It’s been an eye-opening process, revealing just how much control I have over my emotional state. I now understand that taking care of myself means being intentional about where I focus my energy and attention.
This has been a deeply transformative journey, one that has given me tools to navigate the challenges of life with more ease, while embracing the positive emotions that come from the things I love. I’m leaving this experience with a sense of clarity, gratitude, and confidence that I can sustain my well-being by simply being more present and aware.     (5)Ruxandra S.a year ago","2024-11-10",,"https://selftalk.space/journey/feeling-close-to-burnout-somatic-coach-nicola-ruhnau"
"1f1663ad492f8636272697f9080a54f8","feeling-close-to-burnout-somatic-coach-nicola-ruhnau",,5,"This practice is pleasant to engage with because it is broken down into simple steps and key points, which nonetheless allow me to view unconscious processes from an outside perspective. 
It helps me reassess certain things and confirm other things for myself, so I can consciously apply the recommendations in the future.     (5)Irena C.a year ago","2024-11-10",,"https://selftalk.space/journey/feeling-close-to-burnout-somatic-coach-nicola-ruhnau"
"15333fe91e1d963fe1ad25e6e288a012","how-to-overcome-procrastination-by-psychologist-dr-fuschia-sirois",,5,"Alegiti calea și dai foc la ghete dind maximul in proces!     (5)Andrei S.3 months ago","2025-08-10",,"https://selftalk.space/journey/how-to-overcome-procrastination-by-psychologist-dr-fuschia-sirois"
"216fdc1cb126508b0ef96fd8979cfa00","how-to-overcome-procrastination-by-psychologist-dr-fuschia-sirois",,5,"It calmed me down and changed how I see what posting online means for me. It helped me reframe my fear of being exposed and see “posting online” through the lens of my value.     (5)Viorica V.3 months ago","2025-08-10",,"https://selftalk.space/journey/how-to-overcome-procrastination-by-psychologist-dr-fuschia-sirois"
"6ad7a87cf34e6e414910fcf7e2078dfb","how-to-overcome-procrastination-by-psychologist-dr-fuschia-sirois",,5,"It's something that makes you much more aware.     (5)Belous S.5 months ago","2025-06-10",,"https://selftalk.space/journey/how-to-overcome-procrastination-by-psychologist-dr-fuschia-sirois"
"e98a037eaf437afc6a252814550a5d20","how-to-overcome-procrastination-by-psychologist-dr-fuschia-sirois",,5,"Raised some questions for myself.     (5)Costa C.5 months ago","2025-06-10",,"https://selftalk.space/journey/how-to-overcome-procrastination-by-psychologist-dr-fuschia-sirois"
"4e0933939fa00ffd5d06381a7687c998","how-to-overcome-procrastination-by-psychologist-dr-fuschia-sirois",,5,"Sweet! Very nice app, guiding through the process and understanding the motives behind procrastination.     (5)Denis A.5 months ago","2025-06-10",,"https://selftalk.space/journey/how-to-overcome-procrastination-by-psychologist-dr-fuschia-sirois"
"0467480a778e873ed2919739532712fd","how-to-overcome-procrastination-by-psychologist-dr-fuschia-sirois",,5,"It helped me understand that procrastination is a just coping mechanism to deal with the emotion I associate with the task I delay on doing.     (5)Denis A.5 months ago","2025-06-10",,"https://selftalk.space/journey/how-to-overcome-procrastination-by-psychologist-dr-fuschia-sirois"
"1fe36b0fe44b5cda55b0da075a681fa6","how-to-overcome-procrastination-by-psychologist-dr-fuschia-sirois",,4,"It made the reason and solution more clear.
It gave me some peace of mind regarding the problem.
I paved the thought of a necessary shift of ambiance and habits for a better life.     (4)Sandu C.5 months ago","2025-06-10",,"https://selftalk.space/journey/how-to-overcome-procrastination-by-psychologist-dr-fuschia-sirois"
"8654f39c8730049b4ba9617a88d02986","how-to-overcome-procrastination-by-psychologist-dr-fuschia-sirois",,5,"It helped me understand that I bring my childhood fear of rejection into business and that I need to bring peace in my heart regarding rejection with my dad.     (5)Viorica V.5 months ago","2025-06-10",,"https://selftalk.space/journey/how-to-overcome-procrastination-by-psychologist-dr-fuschia-sirois"
"98b31bcf0d23005c0b59b87cd15088da","how-to-overcome-procrastination-by-psychologist-dr-fuschia-sirois",,5,"I'm too self critical. I should give myself more credit for the things I’ve done thus far in my life.     (5)Ethan L.5 months ago","2025-06-10",,"https://selftalk.space/journey/how-to-overcome-procrastination-by-psychologist-dr-fuschia-sirois"
"28e90fe411b9cc852fc3d3e9906764af","how-to-overcome-procrastination-by-psychologist-dr-fuschia-sirois",,5,"I did this journey on procrastinating to do 10k steps a day. I found out at the root cause was “feeling obligated” to do it because all experts recommend it. As a result, o created a new are array of thoughts about this activity to train my brain that this is a wise choice not an obligation. It wasn’t easy but I loved it!     (5)Ele J.5 months ago","2025-06-10",,"https://selftalk.space/journey/how-to-overcome-procrastination-by-psychologist-dr-fuschia-sirois"
"fd3cd869e6b71373a997ca6d7b1f08ae","how-to-overcome-procrastination-by-psychologist-dr-fuschia-sirois",,5,"I loved the part of taming the emotions that is at the root cause of my procrastination! 
It was really useful to stay with this emotion and process it!     (5)Ele J.6 months ago","2025-05-10",,"https://selftalk.space/journey/how-to-overcome-procrastination-by-psychologist-dr-fuschia-sirois"
"fed6375203dd6f6fb3ab6d299ed4cafe","how-to-overcome-procrastination-by-psychologist-dr-fuschia-sirois",,5,"It’s interesting to think about procrastination through different lenses I had not yet considered, it’s not all bad but can really just be a guiding light towards deeper issues. it was an insightful journey and reframe!     (5)Alex K.6 months ago","2025-05-10",,"https://selftalk.space/journey/how-to-overcome-procrastination-by-psychologist-dr-fuschia-sirois"
"60dc03a1c015e1a1141dd9dcc3c76429","how-to-overcome-procrastination-by-psychologist-dr-fuschia-sirois",,5,"Incredibly helpful. I had never understood the true reasons for procrastination! Very grateful for the journey and the wisdom.     (5)Boriana G.8 months ago","2025-03-10",,"https://selftalk.space/journey/how-to-overcome-procrastination-by-psychologist-dr-fuschia-sirois"
"e4a10cdfab5a80fc8312c3bde063bf01","how-to-overcome-procrastination-by-psychologist-dr-fuschia-sirois",,5,"I just completed the course and it was a game-changer. It's practical, concise and not overwhelming. Biggest lesson? Procrastination is emotional and self-compassion is key. Highly recommend     (5)Ana Maria G.8 months ago","2025-03-10",,"https://selftalk.space/journey/how-to-overcome-procrastination-by-psychologist-dr-fuschia-sirois"
"48e2b17674c781835afa0f971f6e8eb4","how-to-overcome-procrastination-by-psychologist-dr-fuschia-sirois",,5,"This journey on procrastination was very insightful for me. I realized that, for me, procrastination often comes from an overwhelming to-do list. Sometimes, it’s the only way my mind and body force me to rest. This perspective makes me think more about how I intend to plan my work and rest time in the future.     (5)Mihaela T.9 months ago","2025-02-10",,"https://selftalk.space/journey/how-to-overcome-procrastination-by-psychologist-dr-fuschia-sirois"
"de138b1ea7d27052a637147248e8efd9","how-to-overcome-procrastination-by-psychologist-dr-fuschia-sirois",,5,"In this journey I faced my fear of being judged by others. I ended it but telling myself - yes, others will judge me and there is nothing o can do about it. It’s not in my control! It really made me reflect on why am  I so afraid of other’s judgment!     (5)Elena O.9 months ago","2025-02-10",,"https://selftalk.space/journey/how-to-overcome-procrastination-by-psychologist-dr-fuschia-sirois"
"03a1b6a42fb7e228e50dde270ebebba9","how-to-leave-work-at-work-and-enjoy-family-time-by-psychologist-dr-brent-bounds",,5,"It took me a while to figure out the transition ritual but it was worth the time invested!     (5)Ele J.5 months ago","2025-06-10",,"https://selftalk.space/journey/how-to-leave-work-at-work-and-enjoy-family-time-by-psychologist-dr-brent-bounds"
"de3bf76b863c823ee997df62864bbbd5","how-to-leave-work-at-work-and-enjoy-family-time-by-psychologist-dr-brent-bounds",,4,"Focus on what you can control. The session talks about enjoying family time, but it speaks from a parent perspective. This takes away other forms of family. Otherwise, I enjoyed the session.     (4)Andre B.6 months ago","2025-05-10",,"https://selftalk.space/journey/how-to-leave-work-at-work-and-enjoy-family-time-by-psychologist-dr-brent-bounds"
"39930425a8054cbda2ae86ba44c55a55","how-to-leave-work-at-work-and-enjoy-family-time-by-psychologist-dr-brent-bounds",,5,"What I realized is that I don't really have a defined conscious role that I take at home, which causes me pain.     (5)Viorica V.6 months ago","2025-05-10",,"https://selftalk.space/journey/how-to-leave-work-at-work-and-enjoy-family-time-by-psychologist-dr-brent-bounds"
"f6556657fe22bddad018fb2110188990","how-to-build-a-habit-that-sticks-organization-psychologist-iustina-armasu",,5,"The 2 minute version of the habit I wanted to adopt got me even more excited about adopting it. Loved it!     (5)Patrick H.5 months ago","2025-06-10",,"https://selftalk.space/journey/how-to-build-a-habit-that-sticks-organization-psychologist-iustina-armasu"
"a42d91bcb6a483345123a2caf9c6a3b9","how-to-build-a-habit-that-sticks-organization-psychologist-iustina-armasu",,5,"Wow - great questions to reflect on! I did it on the habit of having uninterrupted deep work sessions to create content (write, film, reflect). First it was so insightful to understand why i want this habit, second what to link it to - the cue and third, what is the 2 minute version of this habit! Totally loved the train of thought.     (5)Ele J.7 months ago","2025-04-10",,"https://selftalk.space/journey/how-to-build-a-habit-that-sticks-organization-psychologist-iustina-armasu"
"63873f46f6c91bbe84aed30406415ccc","how-to-build-a-habit-that-sticks-organization-psychologist-iustina-armasu",,5,"A very interesting journey. 
The most insightful points for me were the fact that building a habit can take between 18 and 254 days, and it also was important to acknowledge that it would be a good idea to reward myself each time I stick to my habit.     (5)Mihaela T.7 months ago","2025-04-10",,"https://selftalk.space/journey/how-to-build-a-habit-that-sticks-organization-psychologist-iustina-armasu"
"718f238537e84ed02f1ba9737067fc5c","how-to-communicate-my-needs-at-work-by-psychologist-dorina-vasilache",,5,"Didn’t expect it to go this deep into unmet needs! So insightful!     (5)Ele J.4 months ago","2025-07-10",,"https://selftalk.space/journey/how-to-communicate-my-needs-at-work-by-psychologist-dorina-vasilache"
"63dfaf97b84e3d6a15baa29489107108","how-to-communicate-my-needs-at-work-by-psychologist-dorina-vasilache",,5,"I didn’t realize this need for safety is affecting me to such a degree! Also, trying to meet it from a parent position was making things worse! Looking at this need from an adult position really changed my attitude.     (5)Ele J.5 months ago","2025-06-10",,"https://selftalk.space/journey/how-to-communicate-my-needs-at-work-by-psychologist-dorina-vasilache"
"58b894741294b90a8c11b3804b336c1d","how-to-communicate-my-needs-at-work-by-psychologist-dorina-vasilache",,5,"I realized that my immediate reaction when my need for autonomy is not fulfilled is to leave - didn't see it before.     (5)Viorica V.6 months ago","2025-05-10",,"https://selftalk.space/journey/how-to-communicate-my-needs-at-work-by-psychologist-dorina-vasilache"
"0fd85e4972d87b551d78d68f46a03afe","how-to-deal-with-negative-feedback-at-work-by-jocelyn-tomaka",,5,"It was great to make a difference between the feedback and the way I interpret the feedback!     (5)Ele J.5 months ago","2025-06-10",,"https://selftalk.space/journey/how-to-deal-with-negative-feedback-at-work-by-jocelyn-tomaka"
"1fe7b025fe402a80731d0d2ce196522b","how-to-deal-with-negative-feedback-at-work-by-jocelyn-tomaka",,5,"Finding your sphere of influence greatly helps in regulating your emotions around feedback given in the workplace!     (5)Alex K.6 months ago","2025-05-10",,"https://selftalk.space/journey/how-to-deal-with-negative-feedback-at-work-by-jocelyn-tomaka"
"3e4a792b2642a9a17c1fc589467ddd72","leading-myself-before-i-lead-others-by-psychologist-dr-ozge-kantas",,5,"Thank you very much, Dr. Özge. This session was truly eye-opening - it made me realize that genuine leadership begins with learning to understand, guide, and take responsibility for myself before I can lead others.     (5)Denis C.2 months ago","2025-09-10",,"https://selftalk.space/journey/leading-myself-before-i-lead-others-by-psychologist-dr-ozge-kantas"
